,User,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
253,@CBS,"RT @CBSNews: ""On @johnkrasinski’s very first episode of @somegoodnews, he asked why has there never been a news show dedicated entirely to…",Fri May 22 15:55:51 +0000 2020,0.4588,0.125,0.875,0.0,254
254,@CBS,"RT @CBSNews: ""On @johnkrasinski’s very first episode of @somegoodnews, he asked why has there never been a news show dedicated entirely to…",Fri May 22 15:55:08 +0000 2020,0.4588,0.125,0.875,0.0,255
255,@CBS,"@OriginalSuperE @_Gabbers_ @moonbattered @ryanstruyk @CNN @MSNBC @NBCNews @CBS @ABC I agree, this simply shows that… https://t.co/QKJj1aXAE9",Fri May 22 15:53:28 +0000 2020,0.3612,0.143,0.857,0.0,256
256,@CBS,"RT @CBSNews: ""On @johnkrasinski’s very first episode of @somegoodnews, he asked why has there never been a news show dedicated entirely to…",Fri May 22 15:53:08 +0000 2020,0.4588,0.125,0.875,0.0,257
257,@CBS,"@CBSNews @johnkrasinski @somegoodnews @CBS It's a shame such a wholesome, wonderful thing during the darkness of th… https://t.co/RY1j4HPirf",Fri May 22 15:51:10 +0000 2020,-0.1027,0.155,0.63,0.214,258
258,@CBS,"RT @CBSNews: ""On @johnkrasinski’s very first episode of @somegoodnews, he asked why has there never been a news show dedicated entirely to…",Fri May 22 15:50:39 +0000 2020,0.4588,0.125,0.875,0.0,259
259,@CBS,"RT @DaytimeEmmys: The #DaytimeEmmys are returning to @CBS! Tune in on June 26th 8/7c.

https://t.co/NNrEY1lGf5 https://t.co/KaApqRLfSF",Fri May 22 15:47:17 +0000 2020,0.0,0.0,1.0,0.0,260
260,@CBS,RT @JKCorden: When you get in the lift with tonight’s guests! @cbs 12.30 x https://t.co/x0WhmlJPdy,Fri May 22 15:39:52 +0000 2020,0.0,0.0,1.0,0.0,261
261,@CBS,@Rahim75460073 @ImranKhanPTI @AJENews @gulf_news @UAENews @trtworld @dwnews @thetimes @BBC @jakpost @JMehsas @AP… https://t.co/ncUtufhIKK,Fri May 22 15:39:35 +0000 2020,0.0,0.0,1.0,0.0,262
262,@CBS,"RT @DaytimeEmmys: The #DaytimeEmmys nominees in WRITING TEAM are...
The Bold and The Beautiful │ @BandB_CBS @CBS
Days of Our Lives │  @nbcd…",Fri May 22 15:36:41 +0000 2020,0.7579,0.236,0.764,0.0,263
263,@CBS,"#BROKE é muito engraçado, eu to viciada kkkkk @CBS",Fri May 22 15:35:55 +0000 2020,-0.5473,0.0,0.694,0.306,264
264,@CBS,"RT @jaimecamil: Yeah JAVI, I don’t think soccer is your forte... 😂🥴🤕 Don’t miss tonight’s all new episode of @broke! 9:30/8:30c on @CBS 🙌🏼…",Fri May 22 15:33:45 +0000 2020,0.2481,0.135,0.718,0.148,265
265,@CBS,"RT @jaimecamil: No estoy festejando que hoy hay nuevo episodio de @broke como @cuauhtemocb10, es más bien como @usainbolt 😳🥳😂🙌🏼 Nos vemos a…",Fri May 22 15:33:23 +0000 2020,0.128,0.144,0.7,0.156,266
266,@CBS,"RT @jaimecamil: No JAVI, don’t demonstrate, you might hurt yourself 🤦🏽‍♂️🤣 See you tonight! @broke, 9:30/8:30c on @CBS 🙌🏼 / No JAVI, mejor…",Fri May 22 15:31:52 +0000 2020,-0.7712,0.068,0.701,0.231,267
267,@CBS,@IAMQUEENLATIFAH @CBS ⛰PRAISE YHWH🌈BLESS GOD who KNOWS us&amp;is AQUAINTED with All Our Sorrows&amp;KNOWS Our Hearts 🙏Is53:… https://t.co/NQuMYv7B5x,Fri May 22 15:30:43 +0000 2020,0.4278,0.136,0.864,0.0,268
268,@CBS,RT @JKCorden: When you get in the lift with tonight’s guests! @cbs 12.30 x https://t.co/x0WhmlJPdy,Fri May 22 15:24:22 +0000 2020,0.0,0.0,1.0,0.0,269
269,@CBS,@Scorpionfanint1 @chpspics @CBS @ScorpionCBS @CBSAllAccess That would make them fair competition to Netflix which i… https://t.co/w7ysc099D9,Fri May 22 15:23:12 +0000 2020,0.3182,0.133,0.867,0.0,270
270,@CBS,@BostonRob @hgtv @survivorcbs @CBS https://t.co/dVyGwCCOEQ,Fri May 22 15:19:18 +0000 2020,0.0,0.0,1.0,0.0,271
271,@CBS,"@BostonRob @hgtv @survivorcbs @CBS Hi Rob, the guy you just met in Target pkng lot is my son Dan, a Marine 2nd Lt.… https://t.co/pAvRmm0U8K",Fri May 22 15:14:16 +0000 2020,-0.5574,0.0,0.865,0.135,272
272,@CBS,RT @BlackMa04831503: @cuddlycrow @RealJamesWoods @CBS @nbc @ABC @CNN @MSNBC @CBS_Herridge https://t.co/JUdz4jRdcY,Fri May 22 15:10:58 +0000 2020,0.0,0.0,1.0,0.0,273
273,@CBS,@DaytimeEmmys @BandB_CBS @CBS @nbcdays @nbc @GeneralHospital @ABCNetwork @YandR_CBS So the qualification is..... Ju… https://t.co/Jfu93DlmAU,Fri May 22 15:08:34 +0000 2020,0.0,0.0,1.0,0.0,274
274,@CBS,"RT @IamTreborL: As a huge fan, I was all excited for @StephenKing's @TheStand2020 on @CBS until I saw that @realamberheard was starring in…",Fri May 22 15:08:21 +0000 2020,0.7184,0.259,0.741,0.0,275
275,@CBS,"Can't believe that @somegoodnews was sold to @CBS. YouTube isn't a perfect platform, but man. Sort of feels like… https://t.co/Hdr5KuCtAh",Fri May 22 15:07:49 +0000 2020,-0.2498,0.0,0.905,0.095,276
276,@CBS,@BuckKnighten @Concern37574117 @TheWantedEmcees @CNN @fox @ABC @nbc @CBS @BillClinton @TheDukeOfYork @ICEgov @FBI… https://t.co/EtnXFf3PAI,Fri May 22 15:06:31 +0000 2020,0.0,0.0,1.0,0.0,277
277,@CBS,RT @BuckKnighten: @TheWantedEmcees @CNN @fox @ABC @nbc @CBS @BillClinton @TheDukeOfYork @ICEgov @FBI @GayleKing @NorahODonnell @CBSThisMorn…,Fri May 22 15:04:14 +0000 2020,0.0,0.0,1.0,0.0,278
278,@CBS,#SaveSingleParents @abcnetwork @hulu @netlfix @fox @nbc @cbs,Fri May 22 14:59:50 +0000 2020,0.0,0.0,1.0,0.0,279
279,@CBS,"@WillieGeist HYDROXYCHLOROQUINE has Neuropsychiatric effects, such as AGITATION, CONFUSION, HALLUCINATIONS, and PAR… https://t.co/Ni6eDhblJj",Fri May 22 14:58:50 +0000 2020,-0.6874,0.0,0.66,0.34,280
280,@CBS,"RT @jaimecamil: So excited about “soccer”, TONIGHT’S ALL NEW @broke episode 🎉🥳🙌🏼 And yes, @LAFC’s @JordanCHarvey will be joining us 😎 See y…",Fri May 22 14:50:25 +0000 2020,0.8838,0.314,0.623,0.062,281
281,@CBS,"RT @jaimecamil: So excited about “soccer”, TONIGHT’S ALL NEW @broke episode 🎉🥳🙌🏼 And yes, @LAFC’s @JordanCHarvey will be joining us 😎 See y…",Fri May 22 14:49:06 +0000 2020,0.8838,0.314,0.623,0.062,282
282,@nytimes,"@nytimes This is so bizarre, why do you need to put essential in quotes. Where is your source for writing ‘without… https://t.co/resrKvRqMP",Fri May 22 19:14:22 +0000 2020,-0.4572,0.0,0.875,0.125,283
283,@nytimes,"RT @nytimes: A Mississippi church that defied coronavirus restrictions has burned to the ground. 

Graffiti at the scene that read, in part…",Fri May 22 19:14:20 +0000 2020,0.0,0.0,1.0,0.0,284
284,@nytimes,@nytimes https://t.co/L7xO5rtht5,Fri May 22 19:13:58 +0000 2020,0.0,0.0,1.0,0.0,285
285,@nytimes,"@nytimes He is so brazenly fucked up. If you vote for him, you deserve consequences. I'll 🙏 about you.",Fri May 22 19:13:58 +0000 2020,-0.6887,0.0,0.802,0.198,286
286,@nytimes,RT @nytimes: Joe Biden said on Friday that black voters torn between voting for him or President Trump “ain’t black.” His comments came at…,Fri May 22 19:13:58 +0000 2020,-0.25,0.0,0.92,0.08,287
287,@nytimes,@Sunshin21176498 @Skyluxeh @Mia_shuge @nytimes Times are different. Many college prepis free online on YouTube. If… https://t.co/zsNKrd3ZKA,Fri May 22 19:13:56 +0000 2020,0.5106,0.18,0.82,0.0,288
288,@nytimes,RT @JerylBier: I must say it's a little odd that the Pulitzer Prize winning creator of the 1619 Project for the @NYTimes can take on 400 ye…,Fri May 22 19:13:47 +0000 2020,0.6901,0.205,0.734,0.061,289
289,@nytimes,@nytimes https://t.co/TMk4OqCNzV,Fri May 22 19:13:44 +0000 2020,0.0,0.0,1.0,0.0,290
290,@nytimes,RT @nytimes: Defense lawyers in California are reviewing criminal cases in which Tara Reade served as an expert witness on domestic violenc…,Fri May 22 19:13:22 +0000 2020,-0.4404,0.06,0.803,0.137,291
291,@nytimes,"@nytimes Dictator Trump at it again....he just can't keep his big, fat, obnoxious mouth SHUT.  He just thinks he ha… https://t.co/zcD9Vd1Wf0",Fri May 22 19:13:20 +0000 2020,-0.4588,0.0,0.87,0.13,292
292,@nytimes,"@MarkDice @nytimes Get preventable chronic illness and die early, Mark Dice!",Fri May 22 19:13:13 +0000 2020,-0.784,0.0,0.566,0.434,293
293,@nytimes,@nytimes https://t.co/roxFALJ5Ll,Fri May 22 19:13:09 +0000 2020,0.0,0.0,1.0,0.0,294
294,@nytimes,@nytimes The worst churches will be the first to pack them in.,Fri May 22 19:13:04 +0000 2020,-0.6249,0.0,0.728,0.272,295
295,@nytimes,@patriciocezar @DeclanDuggan12 @JaqPhoenix @nytimes IQ is subjective but logic based reasoning is the foundation for all higher learning,Fri May 22 19:12:53 +0000 2020,0.0,0.0,1.0,0.0,296
296,@nytimes,"@GDickey728 @JoeBiden @TheDemocrats @DNC @CNN @MSNBC @nytimes @washingtonpost This is all FAKE news, hence the reas… https://t.co/6Dp9hSsE7y",Fri May 22 19:12:48 +0000 2020,-0.5904,0.0,0.807,0.193,297
297,@nytimes,"RT @nytimes: In Opinion

""The Chinese Communist Party is ambitious, and it is impatient. It doesn’t just want to control Hong Kong; it want…",Fri May 22 19:12:45 +0000 2020,0.5994,0.242,0.683,0.075,298
298,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:12:38 +0000 2020,-0.0531,0.097,0.752,0.151,299
299,@nytimes,@SeanTheDestroyr @nytimes You are Real Comedian you know  that.,Fri May 22 19:12:37 +0000 2020,0.3818,0.245,0.755,0.0,300
300,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:12:33 +0000 2020,-0.0531,0.097,0.752,0.151,301
301,@nytimes,“Those who have been pushed to the far and fatal margins of our society are the most important members of our democ… https://t.co/RM3ZMI77uU,Fri May 22 19:12:32 +0000 2020,-0.3415,0.079,0.79,0.132,302
302,@nytimes,@douglaswelch @nytimes Why is that?,Fri May 22 19:12:22 +0000 2020,0.0,0.0,1.0,0.0,303
303,@nytimes,@patriciocezar @DeclanDuggan12 @JaqPhoenix @nytimes Evidence shows their is a race gap among all income levels https://t.co/JxgP11NSJJ,Fri May 22 19:12:08 +0000 2020,0.0,0.0,1.0,0.0,304
304,@nytimes,@Sunshin21176498 @SuburbanGeneral @Mia_shuge @nytimes Did he focus more in college than HS? Why were grades so diff… https://t.co/UkaqAulCzG,Fri May 22 19:12:04 +0000 2020,0.0,0.0,1.0,0.0,305
305,@nytimes,@nytimes @realDonaldTrump #pandering #Hypocrite,Fri May 22 19:11:50 +0000 2020,0.0,0.0,1.0,0.0,306
306,@nytimes,@docleslie @nytimes by what rationale?,Fri May 22 19:11:47 +0000 2020,0.0,0.0,1.0,0.0,307
307,@nytimes,@patriciocezar @DeclanDuggan12 @JaqPhoenix @nytimes Either decrease the importance of the exams for entry requireme… https://t.co/AbNUeMRUDW,Fri May 22 19:11:41 +0000 2020,0.3612,0.152,0.848,0.0,308
308,@nytimes,RT @michaeljknowles: This is the Pulitzer Prize-winning @nytimes journalist behind the anti-historical 1619 Project. https://t.co/jy9XQstoeo,Fri May 22 19:11:41 +0000 2020,0.0,0.0,1.0,0.0,309
309,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:11:17 +0000 2020,-0.0531,0.097,0.752,0.151,310
310,@nytimes,@nytimes He was conferred the authority of being the President of the United States 🇺🇸. He is well within his presi… https://t.co/lDlE6AUrRn,Fri May 22 19:11:10 +0000 2020,0.6369,0.246,0.754,0.0,311
311,@nytimes,RT @michaeljknowles: This is the Pulitzer Prize-winning @nytimes journalist behind the anti-historical 1619 Project. https://t.co/jy9XQstoeo,Fri May 22 19:11:08 +0000 2020,0.0,0.0,1.0,0.0,312
312,@nytimes,RT @DCoronell: Escribí esta columna en @nytimes de hoy. Aquí está en inglés y también puede verse en español https://t.co/nP1vx6twge,Fri May 22 19:10:49 +0000 2020,0.0,0.0,1.0,0.0,313
313,@nytimes,@nytimes https://t.co/xZabfEur86,Fri May 22 19:10:35 +0000 2020,0.0,0.0,1.0,0.0,314
314,@nytimes,@nytimes He doesn't have the authority?! He doesn't need the authority. Read the 1st Amendment of the US Constitution!,Fri May 22 19:10:26 +0000 2020,-0.2565,0.0,0.849,0.151,315
315,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:10:08 +0000 2020,-0.0531,0.097,0.752,0.151,316
316,@nytimes,@itsJeffTiedrich @nytimes Do you think someone who fucks prostitutes and has over 20 women accusing him of sexual m… https://t.co/y3flfuZW1B,Fri May 22 19:09:56 +0000 2020,-0.5859,0.0,0.789,0.211,317
317,@nytimes,"RT @nytimes: Breaking News: The University of California system will drop the requirement for SAT and ACT scores, a move with major implica…",Fri May 22 19:09:56 +0000 2020,-0.2732,0.0,0.913,0.087,318
318,@nytimes,@Skyler4149 @RealDocOx @nytimes Blocked.,Fri May 22 19:09:45 +0000 2020,-0.2732,0.0,0.588,0.412,319
319,@nytimes,"RT @SindhaAgha: I should get dumped more often. @nytimes 
https://t.co/I4AmEzoMS7",Fri May 22 19:09:37 +0000 2020,-0.4019,0.0,0.769,0.231,320
320,@nytimes,"@nytimes They are both racist which white president hasn’t been that way they see black peoples as dog ,animals so… https://t.co/VDYzymg2Wj",Fri May 22 19:09:27 +0000 2020,-0.6124,0.0,0.833,0.167,321
321,@nytimes,via ⁦@nytimes⁩ EXACTLY!!! https://t.co/VlPEGHqxrJ,Fri May 22 19:09:14 +0000 2020,0.0,0.0,1.0,0.0,322
322,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:09:13 +0000 2020,-0.0531,0.097,0.752,0.151,323
323,@nytimes,"RT @GCBCoalition: 🗽 #S386IsGoodForAmerica 🇺🇸

👉 ASK @SenatorDurbin, WHY IS HE BLOCKING?

@ahauslohner @Washingtonpost @MarlenGarcia777 @Sun…",Fri May 22 19:09:13 +0000 2020,0.0173,0.132,0.738,0.13,324
324,@nytimes,@nytimes He should order them to pay taxes too while he's at it.,Fri May 22 19:09:09 +0000 2020,-0.1027,0.0,0.896,0.104,325
325,@nytimes,@MichaelAngulo5 @JamesClacton @Larrypolya22 @nytimes Don’t police my language with your weird racial theories cooke… https://t.co/rupgHubY9r,Fri May 22 19:09:01 +0000 2020,-0.1779,0.0,0.892,0.108,326
326,@nytimes,@nytimes Who does he think he is God?,Fri May 22 19:08:56 +0000 2020,0.2732,0.231,0.769,0.0,327
327,@nytimes,@nytimes Black churches*,Fri May 22 19:08:54 +0000 2020,0.0,0.0,1.0,0.0,328
328,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:08:51 +0000 2020,-0.0531,0.097,0.752,0.151,329
329,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:08:44 +0000 2020,-0.0531,0.097,0.752,0.151,330
330,@nytimes,"RT @nytimes: Jyoti Kumari, the 15-year-old daughter of a migrant laborer, biked 700 miles across India to bring her father home after he wa…",Fri May 22 19:08:41 +0000 2020,0.0,0.0,1.0,0.0,331
331,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:08:25 +0000 2020,-0.0531,0.097,0.752,0.151,332
332,@nytimes,@nytimes He doesn’t even go to church.,Fri May 22 19:08:22 +0000 2020,0.0,0.0,1.0,0.0,333
333,@nytimes,@11YearLetterBot @nytimes Ye shall all serve Trump.,Fri May 22 19:08:21 +0000 2020,0.0,0.0,1.0,0.0,334
334,@nytimes,"RT @nytimes: Jyoti Kumari, the 15-year-old daughter of a migrant laborer, biked 700 miles across India to bring her father home after he wa…",Fri May 22 19:08:19 +0000 2020,0.0,0.0,1.0,0.0,335
335,@nytimes,"RT @shamindernahal: Art isn’t an “arm’s-length activity, it’s an expression of who you are” @Alan_Measles in @nytimes https://t.co/wJs3MWm1…",Fri May 22 19:08:14 +0000 2020,0.0,0.0,1.0,0.0,336
336,@nytimes,@latimes @maggieNYT Pesky paywall... I already pay for @nytimes sub. receiving kickbacks? I'm onto your tricks @maggieNYT,Fri May 22 19:08:13 +0000 2020,-0.4767,0.0,0.733,0.267,337
337,@nytimes,@nytimes Workers get nothing regardless of this outcome. It's not Biden v. Trump. It is Biden v. apathy.,Fri May 22 19:08:10 +0000 2020,-0.296,0.0,0.885,0.115,338
338,@nytimes,@LiddleSeizures @cointel__bro @nytimes If you think anti-black police violence started when Donald Trump got electe… https://t.co/1hO1T0ZSJL,Fri May 22 19:07:57 +0000 2020,-0.6249,0.0,0.785,0.215,339
339,@nytimes,"RT @nytimes: Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to…",Fri May 22 19:07:57 +0000 2020,-0.0531,0.097,0.752,0.151,340
340,@nytimes,"@yosoylocke @lopezobrador_ @washingtonpost @elpais_america @nytimes @Reforma @proceso Aberrrrante, coward!",Fri May 22 19:07:46 +0000 2020,-0.5093,0.0,0.708,0.292,341
341,@nytimes,RT @nytimes: Coronavirus patients who received the anti-malaria drugs promoted by President Trump were more likely to have abnormal heart r…,Fri May 22 19:07:45 +0000 2020,0.4215,0.123,0.877,0.0,342
342,@nytimes,RT @nytimes: Hungary has moved nearly 300 asylum seekers out of fenced detention sites where they had been put in metal containers after th…,Fri May 22 19:07:29 +0000 2020,-0.3612,0.0,0.902,0.098,343
343,@nytimes,"RT @GETCAKEDlEYOUNG: Lil Peep for @nytimes
📸 Chad Batka https://t.co/rVXC7gGcN8",Fri May 22 19:07:18 +0000 2020,0.0,0.0,1.0,0.0,344
344,@nytimes,"RT @JoManetti: Mi domando cosa possa un brillante articolo #vegan del @nytimes contro le coscienze narcotizzate dell'umanità.
È urgente ren…",Fri May 22 19:06:56 +0000 2020,0.0,0.0,1.0,0.0,345
345,@nytimes,"RT @nytimes: What does Pete Buttigieg see as his political role now? ""Essentially, it’s to make myself useful,"" he told @llerer. https://t.…",Fri May 22 19:06:42 +0000 2020,0.4404,0.121,0.879,0.0,346
346,@nytimes,"RT @nytimes: China's leader, Xi Jinping, is trying to press an offensive over Hong Kong at a time of global crisis when China is struggling…",Fri May 22 19:05:39 +0000 2020,-0.7964,0.0,0.764,0.236,347
347,@nytimes,"RT @GCBCoalition: 🗽 #S386IsGoodForAmerica 🇺🇸

👉 ASK @SenatorDurbin, WHY IS HE BLOCKING?

@ahauslohner @Washingtonpost @MarlenGarcia777 @Sun…",Fri May 22 19:05:20 +0000 2020,0.0173,0.132,0.738,0.13,348
348,@nytimes,"@benjamin8213 @theconservatar7 @RBMEllis @JerylBier @benshapiro @nytimes Unrelated note, I see you are a WI man. I… https://t.co/m8QwmoglNk",Fri May 22 19:04:47 +0000 2020,0.0,0.0,1.0,0.0,349
349,@nytimes,@FTDJLEE3030 @nytimes You gotta want more for yourself and your people you gotta DEMAND that the President address… https://t.co/Iz47jtRnWZ,Fri May 22 19:04:45 +0000 2020,-0.2342,0.063,0.828,0.109,350
350,@nytimes,"@Rumagnolvert @nytimes Rice and beans,
a complete and healthy
protein that won't
close your arteries
after 50 years… https://t.co/cipehllXNu",Fri May 22 19:04:43 +0000 2020,0.4019,0.13,0.87,0.0,351
351,@nytimes,RT @nytimes: Hungary has moved nearly 300 asylum seekers out of fenced detention sites where they had been put in metal containers after th…,Fri May 22 19:04:35 +0000 2020,-0.3612,0.0,0.902,0.098,352
352,@nytimes,RT @DCoronell: Escribí esta columna en @nytimes de hoy. Aquí está en inglés y también puede verse en español https://t.co/nP1vx6twge,Fri May 22 19:04:33 +0000 2020,0.0,0.0,1.0,0.0,353
353,@nytimes,"RT @DrAmbardar: .@nytimes @NPR  

""Kashmiriyat"", which refers to the brotherly harmony between all the different religions of Kashmir, is a…",Fri May 22 19:04:18 +0000 2020,0.4019,0.124,0.876,0.0,354
354,@nytimes,"@nytimes, a few things. First, he isn't ""wading into the culture wars"", he's a general in them. Second, quit straw… https://t.co/y7Wvtx6NWJ",Fri May 22 19:04:07 +0000 2020,-0.5574,0.0,0.847,0.153,355
355,@nytimes,@michaeljknowles @benshapiro @nytimes What?!,Fri May 22 19:03:57 +0000 2020,0.0,0.0,1.0,0.0,356
356,@nytimes,"Hi @LaurenYoung I'm curious, if we need new models for news publications to survive, what if we think of @reuters &amp;… https://t.co/FAfoHIp8Wt",Fri May 22 19:03:54 +0000 2020,0.3182,0.099,0.901,0.0,357
357,@nytimes,RT @nytimes: Nursing homes with a significant number of black and Latino residents have been twice as likely to be hit by the coronavirus a…,Fri May 22 19:03:45 +0000 2020,0.2732,0.119,0.881,0.0,358
358,@nytimes,"RT @bullcityemily: Now is the time to create a sustainable child care system. via @nytimes #childcare #workingparents #kids  
https://t.co/…",Fri May 22 19:03:33 +0000 2020,0.6486,0.238,0.762,0.0,359
359,@nytimes,"RT @cockycat: @michaeljknowles @nytimes Woah, is she saying what I think she’s saying!? 😳

So, being transracial is a thing?

People can ju…",Fri May 22 19:03:13 +0000 2020,0.0,0.0,1.0,0.0,360
360,@nytimes,"𝗖𝗼𝗿𝗼𝗻𝗮𝘃𝗶𝗿𝘂𝘀 𝘄𝗼𝗿𝗹𝗱𝘄𝗶𝗱𝗲 𝗹𝗶𝘃𝗲 𝘀𝘁𝗮𝘁𝗶𝘀𝘁𝗶𝗰𝘀 🌎
🇺🇲  🇪🇸  🇮🇹  🇫🇷  🇨🇳  🇮🇳
Total Cases:  Total:
New Cases:   5,264,205
Deaths:… https://t.co/lnvhMgXQAp",Fri May 22 19:02:53 +0000 2020,0.0,0.0,1.0,0.0,361
361,@nytimes,@nytimes @mrjacknorton,Fri May 22 19:02:37 +0000 2020,0.0,0.0,1.0,0.0,362
362,@nytimes,RT @nytimes: Hungary has moved nearly 300 asylum seekers out of fenced detention sites where they had been put in metal containers after th…,Fri May 22 19:02:24 +0000 2020,-0.3612,0.0,0.902,0.098,363
363,@nytimes,@nytimes I wanted Bernie least he can form coherent sentences but no you guys want our first disabled president sheesh 😒,Fri May 22 19:02:18 +0000 2020,-0.3071,0.105,0.78,0.115,364
364,@nytimes,My former colleagues at the @sonycproject are featured in  this @nytimes article discussing how #coronavirus has im… https://t.co/AGV7j9aXN6,Fri May 22 19:02:16 +0000 2020,0.0,0.0,1.0,0.0,365
365,@nytimes,"RT @nytimes: On Thursday, China proposed security laws that could effectively subvert Hong Kong’s remaining freedoms and bring it under ful…",Fri May 22 19:02:13 +0000 2020,0.7579,0.294,0.706,0.0,366
366,@nytimes,"Ya somos 4%!!!!
@UCA_ES  @AsambleaSV  @esenelsalvador @gpfmln @ARENAfraccion @NuestroTiempoSV @_ElFaro_ @SvVarados… https://t.co/lcmjVS15cj",Fri May 22 19:02:13 +0000 2020,0.0,0.0,1.0,0.0,367
367,@nytimes,@benjamin8213 @theconservatar7 @RBMEllis @JerylBier @benshapiro @nytimes Please tell me how I am wrong. I am always… https://t.co/VlBclzYSMv,Fri May 22 19:02:13 +0000 2020,-0.2023,0.113,0.735,0.152,368
368,@nytimes,@KatrinaPierson @BreitbartNews @staceyabrams @KamalaHarris So has @TheView @CNN @MSNBC @ABC @CBSNews @nytimes… https://t.co/5mFNU6FPhk,Fri May 22 19:02:04 +0000 2020,0.0,0.0,1.0,0.0,369
369,@nytimes,"@nytimes Or The Roots in 08:
Between the greenhouse gases, and earth spinnin' off its axis
Got Mother Nature doin'… https://t.co/j9hwx5mPg8",Fri May 22 19:01:58 +0000 2020,0.0,0.0,1.0,0.0,370
370,@nytimes,RT @michaeljknowles: This is the Pulitzer Prize-winning @nytimes journalist behind the anti-historical 1619 Project. https://t.co/jy9XQstoeo,Fri May 22 19:01:45 +0000 2020,0.0,0.0,1.0,0.0,371
371,@nytimes,via ⁦@nytimes⁩ you bet: pack those churches. Send Plastic Pence to open the doors and pack people in. But don’t wea… https://t.co/dDmqA7zVJu,Fri May 22 19:01:28 +0000 2020,0.0,0.0,1.0,0.0,372
372,@nytimes,@Atkinsopht @fred_guttenberg @TheDailyShow @BandyXLee1 @maddow @MaddowBlog @NicolleDWallace @Lawrence… https://t.co/y79Jt3v9Df,Fri May 22 19:01:27 +0000 2020,0.0,0.0,1.0,0.0,373
373,@nytimes,"@nytimes #lockdownindia  just a one #migrant story highlighted.

fyi.. This is not India. This is Bharat.",Fri May 22 19:01:17 +0000 2020,0.2023,0.107,0.893,0.0,374
374,@nytimes,@Godspeed2 @FTDJLEE3030 @nytimes Mother of God. I have read some head up arse nonsense on these pages but you win.… https://t.co/juYkEOXIKO,Fri May 22 19:01:06 +0000 2020,-0.0772,0.069,0.848,0.083,375
375,@nytimes,@nytimes @kkimball_ thoughts?????,Fri May 22 19:00:58 +0000 2020,0.0,0.0,1.0,0.0,376
376,@nytimes,"RT @GCBCoalition: 🗽 #S386IsGoodForAmerica 🇺🇸

👉 ASK @SenatorDurbin, WHY IS HE BLOCKING?

@ahauslohner @Washingtonpost @MarlenGarcia777 @Sun…",Fri May 22 19:00:33 +0000 2020,0.0173,0.132,0.738,0.13,377
377,@nytimes,@nytimes I guess he decided to fight stupid with stupid,Fri May 22 19:00:23 +0000 2020,-0.8555,0.0,0.427,0.573,378
378,@nytimes,@amnesty @UNHumanRights @freedomhouse @HelsinkiComm @hrw @OliverVarhelyi @EUdelegationUK @ukinazerbaijan… https://t.co/LHftibGXsp,Fri May 22 19:00:06 +0000 2020,0.0,0.0,1.0,0.0,379
379,@nytimes,@SassySwift1 @UnRapporteur @HeartlandFor @nytimes She's spammed that reply all morning 🤷‍♀️,Fri May 22 19:00:01 +0000 2020,0.0,0.0,1.0,0.0,380
380,@nytimes,@LeeDiddy4 @nytimes A car? With what money? She had to borrow money to just buy that bike..they live hand to mouth..,Fri May 22 18:59:42 +0000 2020,0.5514,0.151,0.849,0.0,381
381,@nytimes,"RT @nytimes: ""Nancy Pelosi, master of the statement coat, canny strategist of the suffragist pantsuit, has also become the leader of the ma…",Fri May 22 18:59:39 +0000 2020,0.0,0.0,1.0,0.0,382
382,@nytimes,RT @nytimes: Secretary of State Mike Pompeo condemned China on Friday after Beijing unveiled the details of a broad new security measure th…,Fri May 22 18:59:16 +0000 2020,-0.128,0.091,0.798,0.11,383
383,@nytimes,"@nytimes I'm a black woman and I agree with @JoeBiden. ANY black person who votes for Trump is not only not black, but is also INSANE!",Fri May 22 18:58:59 +0000 2020,-0.6359,0.057,0.782,0.161,384
384,@nytimes,"RT @the852spirit: 2122: we urge everyone worldwide, protect the heritage and freedom of Hong Kong- don’t let their culture, traditional Chi…",Fri May 22 18:58:57 +0000 2020,0.7783,0.264,0.736,0.0,385
385,@nytimes,RT @nytimes: Joe Biden said on Friday that black voters torn between voting for him or President Trump “ain’t black.” His comments came at…,Fri May 22 18:58:42 +0000 2020,-0.25,0.0,0.92,0.08,386
